#LungCancer_500	AD-043T2-A7-1	AD-111T2-A8-1	AD-114T1-A9-1 *	AD-115T1-A12-1 *	AD-118t1-A13-1	AD-119t3-A195-8	AD-120t1-A226-8 *	AD-122t3-A197-8	AD-123T1-A25-1 *	AD-127T1-A14-1	AD-130T1-A1-1	AD-131T1-A15-A200-1*	AD-136t2-A201-8	AD-157T1-A246-10 *	AD-158t1-A247-10 *	AD-159t1-A229-8	AD-162t2-A230-8	AD-163t1-A203-8 *	AD-164t1a-A206-8 *	AD-167t1 (d dup)-A210-8 *	AD-169t2-A211-8 *	AD-170t1-A251-10 **	AD-172t2-A213-8 *	AD-173T1a-A23-1	AD-177T1-A21-1	AD-178T2-A22-1 *	AD-179t1(d dup)-A214-8 *	AD-183t1-A215-8 *	AD-185t2-A232-8	AD-186T1-A27-1	AD-187T1-A11-1 *	AD-188t1-A216-8	AD-201t1-A138-4	AD-202t2-A139-4	AD-203t1-A140-4 *	AD-207t1-A142-4	AD-208t1-A143-4	AD-210t1-A144-4	AD-212t1-A145-4	AD-213t1-A146-4	AD-218t1-A147-4	AD-221t1-A148-4	AD-224t1-A149-4	AD-225t1-A150-4	AD-226t2-A151-4	AD-228t2-A152-4 *	AD-230t1-A153-4	AD-232t1-A154-4	AD-234t1(dup)-A155-4	AD-236t1-A156-4	AD-238t2x-A157-4	AD-239t1-A158-4	AD-240t1-A159-4	AD-241t1x-A160-4	AD-243t1x-A161-4 *	AD-247t1-A164-4	AD-249t1x (d)-A165-4	AD-250t1-A166-4	AD-252t1-A167-4	AD-253t1-A168-4	AD-255t1a-A169-4 **	AD-258t1a-A170-4 ***	AD-259t1-A171-4	AD-260t1a-A172-4 *	AD-261t1b-A173-4	AD-262t1a-A259-10 *	AD-266t1-A90-3	AD-267t1-A91-3	AD-268t1(dup b4)-A93-3 **	AD-269t1-A94-3	AD-275t1-A95-3	AD-276t1(dup b4)-A96-3 *	AD-277t1-A97-3	AD-283t1-A99-3	AD-285t2c-A263-10	AD-287t1-A101-3	AD-294t1(dup b4)-A104-3 *	AD-295t1-A105-3	AD-296t21-A106-03 *	AD-299t1-A235-8 *	AD-301t1-A237-8 *	AD-302t3-A238-8 *	AD-304t1-A240-8	AD-305t1-A415-7	AD-308t1-A241-8	AD-309t1-A242-8	AD-311t1-A266-10 *	AD-313t1-A268-10	AD-314t1-A269-10	AD-315t1-A270-10	AD-317t1-A271-10	AD-318t3-A107-3	AD-320t1-A272-10	AD-323t1-A273-10	AD-327t1-A276-10 *	AD-330t2-A279-10	AD-331t1-A219-8	AD-332t1-A220-8	AD-334t1 (d dup)-A221-8 *	AD-335t1-A222-8 *	AD-336t1-A223-8	AD-337t1-A224-8	AD-338t1a-A121-3 *	AD-340t1a-A122-3 *	AD-341t1a-A123-3 *	AD-346t1a-A124-3 *	AD-347t1a-A125-3 *	AD-350t1a-A126-3 *	AD-351t1-A127-3	AD-352t1-A128-3	AD-353t1-A129-3	AD-355t2-A174-4	AD-356t1-A175-4	AD-360t1-A176-A406	AD-361t1-A177-4	AD-362t1-A282-10	AD-363t1-A283-10	AD-366t1-A109-3	AD-367t1-A110-3	AD-368t2-A285-10	AD-370t1x-A112-3	AD-374t1-A114-3	AD-375t1-A115-3 *	AD-379t1-A116-3 *	AD-382t1-A117-3 *	AD-383t1-A118-3 *	AD-384t1-A120-3 *	AD-AD10T1-A389-7	AD-AD15T1-A390-7	AD-AD16T2-A391-7	AD-AD18T1-A392-7	AD-AD19T1-A393-7	AD-AD1T1-A383-7	AD-AD2T1-A384-7	AD-AD31-A289-10	AD-AD3T1-A385-7	AD-AD4T1-A386-7	AD-AD5T1-A387-7	AD-AD7T1-A388-7	NL-1179-A408-7	NL-1675-A409-7	NL-1698-A410-7	NL-1884-A411-7	NL-2378-A412-7	NL-2562-A413-7	NL-268n1-A92-3	NL-279n1-A98-3	NL-3104-A331-6	NL-3681-A332-6	NL-4083-A333-6	NL-4353-A334-6	NL-504-A407?-7	NL-6084-A335-6	NL-6853-A336-6	NL-6943-A337-6	NL-7530-A338-6	SMCL-301-A306-5	SMCL-5937-A307-5	SMCL-SMCL3t1-A290-10	SMCL-SMCL4t1-A354-6	SMCL-SMCL8t1-A356-6	SMCL-SMCL9t1-A357-6	SQ-1174-A317-5	SQ-1670-A318-5	SQ-2557-A320-5	SQ-2572-A321-5	SQ-2921-A322-5	SQ-3197-A323-5	SQ-3529-A324-5	SQ-3624-A325-5	SQ-4172-A326-5	SQ-4389-A327-5	SQ-5897-A328-5	SQ-6147-A329-5	SQ-7324-A416-7	SQ-SQ10t1-A362-6	SQ-SQ13t1-A364-6	SQ-SQ14t1-A365-6	SQ-SQ20t1-A366-6	SQ-SQ4t1-A358-6	SQ-SQ5t1-A359-6	SQ-SQ6t1-A360-6	SQ-SQ8t1-A361-6	COID-1429-A303-5	COID-2260-A304-5	COID-3580-A302-5	COID-4385-A301-5	COID-4518-A305-5	COID-9794-A300-5	COID-COID10t1-A347-6	COID-COID11t1-A348-6	COID-COID12t1-A349-6	COID-COID13t1-A350-6	COID-COID14t1-A351-6	COID-COID16t1-A352-6	COID-COID18t1-A353-6	COID-COID3t1-A340-6	COID-COID4t1-A341-6	COID-COID5t1-A342-6	COID-COID6t1-A343-6	COID-COID7t1-A344-6	COID-COID8t1-A345-6	COID-COID9t1-A346-6
#AD#NL#SMCL#SQ#COID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
41231_f_at	10.21171	9.54464	9.60460	10.39240	9.86819	10.71509	9.86691	10.34798	9.77061	9.94612	10.05091	11.02744	10.30866	10.83300	10.36531	10.79677	10.85986	10.30950	10.55277	10.70008	10.28537	10.20920	10.63297	10.62617	10.02569	10.11595	10.43638	10.17146	10.63812	10.96552	10.61579	10.13283	9.85597	10.14810	10.39542	10.89660	9.17418	9.19079	9.91558	10.25669	10.92692	9.65964	9.06821	10.30466	9.26047	10.14096	10.51438	9.99875	9.73161	10.78362	10.38725	9.82888	10.88033	10.03315	9.90634	10.59393	10.17896	9.94692	10.27242	10.31470	10.53427	10.22312	10.26559	10.17929	10.65573	10.16026	10.07784	9.97286	10.56110	9.48770	10.96020	10.76246	9.25585	9.88928	9.52883	10.33054	10.22660	10.05460	9.91844	11.20078	10.80293	10.76818	10.37706	10.82334	11.07409	10.61991	10.45597	10.33963	10.73362	9.90712	10.29689	10.31452	10.70497	10.04949	10.27573	9.82432	10.64336	10.70489	10.93465	10.82785	10.95816	10.78709	10.11955	9.54233	9.74308	9.80129	10.76758	10.33426	9.80096	10.57316	9.55098	10.87562	10.91047	10.57960	10.77524	9.44942	10.60332	9.03069	9.76401	9.52250	10.31338	11.15201	9.78560	10.12696	10.92542	9.97120	9.19921	11.08570	10.49680	10.40754	11.09248	10.73731	10.57937	10.96711	10.68817	10.44659	10.64820	9.94297	10.62785	10.61174	10.19895	9.94438	10.80769	10.47703	10.84575	10.10958	10.11912	10.51336	10.40410	10.59109	10.51538	10.59262	10.49005	10.68493	10.47208	10.62147	11.61538	11.88475	11.61945	11.72886	12.09846	11.91848	9.95691	10.18316	10.82043	10.70912	10.59481	10.28203	10.19090	10.47089	10.58506	10.51498	10.90081	11.06839	10.89475	11.10901	10.44406	10.64096	10.91734	10.65458	10.19410	10.60561	10.71860	10.90501	11.51301	10.90486	11.25463	10.87148	11.04034	11.02802	10.52565	11.56357	11.38320	11.11211	10.65428	11.15041	11.17747	11.11077	11.42503	10.95712	11.17957	11.48979	10.91717
41723_s_at	8.61375	10.06948	9.80491	9.56346	10.32863	11.16769	9.28467	10.72326	10.59133	10.86667	8.95475	9.06207	10.71486	10.46424	9.58775	9.46175	11.00915	9.50489	10.74818	10.12625	9.82577	9.47619	10.00724	9.40852	10.10369	8.16206	9.45497	9.72792	7.68601	8.19061	10.12796	10.11364	8.85748	9.81038	10.78038	10.81710	9.61305	9.90662	11.14422	10.76414	9.28378	9.56108	9.98141	10.96996	10.97747	10.21945	9.70625	10.70002	9.98198	9.57841	10.65430	9.79476	11.15397	9.92449	11.29253	11.17738	9.17118	10.57812	9.78970	10.43171	11.01261	9.94481	11.00771	11.20375	10.80185	11.14026	10.38087	11.42084	9.10230	11.12155	8.84373	9.63345	9.06404	10.70353	9.96568	9.82427	11.27528	10.08786	10.26845	9.59724	9.01170	9.90506	9.57306	10.37164	11.51469	11.10764	9.62128	10.43944	9.20770	9.92526	11.10146	10.75023	7.75261	10.37517	9.30375	10.43299	8.45582	8.89945	9.42659	8.46033	9.88260	11.67664	10.97008	10.29407	8.86312	10.74318	11.75911	10.37273	7.30195	10.04400	10.41679	11.23956	11.20324	10.59242	9.58583	8.78761	11.02856	9.14239	8.64176	9.43552	9.55882	10.38928	8.11757	8.57913	9.35732	10.23589	8.17916	9.15272	9.29172	10.29248	10.21662	10.55306	10.64415	8.86879	11.44195	8.95948	11.06627	7.54759	9.81903	11.03714	11.25361	10.71303	11.29221	11.23129	10.86229	11.06180	11.33131	11.41388	11.26606	11.16121	11.21440	10.38622	11.42667	11.17820	10.85940	11.35669	10.18707	8.72870	9.77426	8.96627	7.25795	10.52245	9.64288	9.00467	9.47733	10.43983	9.51651	10.02963	9.33954	8.82845	11.06371	8.65141	10.11662	8.87547	10.94739	9.12197	8.05983	9.39613	7.66014	9.15472	9.79745	7.03221	8.89394	7.59529	7.19830	7.62395	6.65464	7.51798	6.69530	6.44394	7.53247	8.50116	6.94474	6.35032	6.78319	5.13504	5.68117	5.58976	5.75248	8.21868	6.65234	8.95228	5.21994
41742_s_at	6.78463	6.00742	5.44178	6.19229	6.58796	5.02591	5.84975	5.85823	6.33074	6.25663	5.84925	5.75542	6.31922	5.53247	5.37138	5.45713	5.10936	6.14802	5.85087	5.05376	5.58676	4.73534	5.99752	5.76261	6.69028	5.56316	5.49009	3.99458	5.10140	6.04483	5.73647	4.59036	5.45022	5.82858	6.09075	4.44824	5.79260	5.59515	6.30889	5.15381	5.76977	6.50446	5.24717	5.60199	5.96648	6.09772	5.75756	5.79779	6.13134	5.35650	5.79961	5.60140	5.41380	6.55228	6.07895	6.29039	5.05832	5.42794	5.56499	6.05723	5.02827	4.91361	6.17333	5.07361	4.67807	5.22342	5.93899	5.34767	5.39529	6.49905	6.06178	5.71094	6.42593	6.51412	6.42526	6.72955	6.30323	5.44956	6.14965	4.88631	5.54226	4.26040	5.35755	5.92481	4.60288	5.46728	6.28716	4.98048	6.31415	5.97568	5.20633	4.84449	5.89821	5.51412	4.99910	6.04352	5.22766	4.89336	5.73390	6.48277	5.15340	5.60496	6.24441	6.56301	5.81941	5.56331	5.88044	5.99367	6.83555	6.76222	5.63256	3.28688	4.25020	6.71877	4.44824	4.39506	4.20477	5.08958	6.25984	5.66704	5.54813	6.68832	6.09603	5.71589	5.07510	6.45689	6.60192	4.64443	5.84850	5.63865	5.90063	7.10213	5.93829	4.98231	6.18468	4.96947	5.44989	6.24793	4.79286	5.61265	5.52982	6.40173	5.60703	5.82451	6.28910	5.48961	6.27761	5.69655	5.20359	6.03914	5.89530	5.52701	5.97774	6.18369	6.37972	5.22033	6.31524	5.25134	6.40242	6.24298	6.36089	5.38681	5.42391	5.20085	5.62205	5.85549	5.94017	5.77215	5.49953	5.30524	6.25285	5.46630	4.81813	5.77452	6.15076	5.64789	5.63372	5.06350	6.26810	5.31868	5.29499	6.07125	4.80892	7.36711	7.29948	6.82922	7.30588	6.93204	7.08428	6.38249	7.23955	6.75128	7.06242	7.01223	7.32850	7.46459	7.43279	8.06878	7.29269	7.17153	6.37921	6.51460	7.73735
41744_at	5.94439	4.13832	3.94439	3.88996	4.34341	1.73118	4.47832	5.42257	4.83719	5.09339	3.87480	4.73877	5.08916	3.81609	3.51286	4.84800	3.97177	5.48800	4.62644	1.27501	3.91982	3.23463	4.57228	5.94696	5.59395	2.43696	4.21568	2.51349	4.52168	4.68032	4.90304	3.86196	3.15715	5.23381	4.58736	3.77807	3.95327	4.95977	3.54350	2.15381	4.99367	5.42626	4.69599	3.77716	5.30743	4.33163	4.52795	3.70155	5.50621	2.91456	4.44095	2.76341	4.82985	4.44890	4.73525	3.78869	4.87086	4.20163	3.82375	4.73010	3.80632	2.95280	4.75435	3.58075	4.98368	4.17073	5.35014	3.86196	4.17526	5.77900	4.66221	4.57107	4.46336	3.92125	6.09951	5.15259	5.02281	3.71699	4.75622	3.81506	4.70321	1.68482	3.22188	3.75596	3.79597	4.39025	5.64803	3.09131	5.32373	5.08108	4.46663	4.20215	4.63807	4.26903	4.43996	5.35720	3.19427	3.81250	4.25814	3.91361	3.39780	4.68762	5.87455	5.95210	4.46761	4.09085	4.25965	5.46369	6.26828	5.62761	5.01703	3.76244	3.32193	6.25456	3.52096	2.70708	4.20477	3.70708	5.32193	4.58496	5.06824	3.36737	4.89239	4.54597	4.62994	5.35315	5.63923	1.81967	3.18428	4.27053	4.39917	6.60110	4.60999	2.43829	5.54720	3.82782	3.68818	5.55735	2.88362	5.00000	5.05875	5.82579	3.81147	5.36772	5.03386	3.70266	4.88313	5.16269	2.98914	4.72520	5.23074	2.16672	3.63575	4.78136	4.43095	4.28244	4.23036	5.13603	4.94251	5.75676	5.95117	4.30816	1.57531	3.01230	3.22959	2.99095	2.80116	3.95327	2.51854	3.18269	6.42727	4.53854	2.82171	3.87283	4.51665	4.69321	3.98459	4.35262	3.65076	3.64731	1.91456	2.44095	3.02278	6.85337	6.69112	6.44741	7.21830	6.33092	6.52795	6.10685	6.57531	5.32337	6.27184	7.04974	6.51238	6.99095	6.94872	7.70439	6.82668	6.44807	5.90280	5.91337	7.64609
41745_at	11.63820	11.30425	11.15575	10.91775	11.31791	11.36380	11.53339	11.35389	11.07479	11.27604	11.16727	10.25762	11.50948	10.97988	11.54697	11.49074	11.30731	11.30026	11.22939	10.88283	11.61145	11.16915	11.31573	11.28768	11.05281	10.89784	10.99064	11.49619	11.17436	8.06846	11.01666	10.88836	11.27495	11.51723	10.97566	11.26454	11.65347	11.51829	11.69628	10.86976	10.67665	11.05638	11.20095	11.66988	11.63904	11.24173	10.46300	11.48268	11.25527	11.09832	11.22139	11.41507	11.65377	11.54615	11.15267	11.22305	11.22565	11.37582	11.54385	11.66361	11.14911	11.49370	11.59732	11.18509	11.32427	11.01155	11.54100	10.96150	10.26961	10.85380	11.97269	11.50224	11.10745	11.12474	11.43496	11.60947	11.19219	10.65358	10.96819	10.03031	10.18073	11.11159	11.22055	11.74613	11.08790	10.80035	11.02509	11.27370	11.57311	11.05635	11.20758	11.47083	10.64591	11.37383	11.18162	11.54064	10.50022	10.52109	10.46599	11.57961	11.64735	11.21465	10.66922	11.20629	11.87967	11.13702	10.59156	11.19409	11.21544	10.38007	10.54119	11.25710	11.15351	11.35873	11.54044	11.19150	11.53967	10.99132	11.02233	12.00404	11.56543	11.36799	11.42105	11.35114	10.35641	11.52226	11.60861	11.57664	11.50686	11.55383	11.55781	11.54465	11.52599	10.47539	11.15425	11.84948	11.31395	11.35767	11.37788	11.58566	11.81275	11.60873	11.77005	11.63570	11.62481	11.45177	11.73664	11.47545	11.84528	11.56385	11.51755	11.75905	11.59909	11.70224	11.54253	11.11997	10.17456	10.61512	11.30318	10.03948	8.11296	11.00129	10.83896	10.94576	11.05657	11.92059	11.41150	11.17287	10.19200	11.20010	11.14051	10.84611	11.12874	10.39764	11.01101	10.63915	11.86465	10.70321	11.86036	10.82200	11.21410	10.26971	10.50048	10.34633	8.23769	10.75999	9.38653	8.62414	8.90041	8.56830	11.21343	10.49002	9.10069	8.24246	9.77714	9.57679	9.02959	8.38141	8.25091	10.99788	8.35429	10.75215	8.86876
41746_at	6.20438	5.11270	5.65735	6.02303	5.26754	5.21956	6.52058	5.88313	5.93981	5.96232	5.84925	5.96498	5.27984	5.42694	5.90147	5.26115	4.88801	6.55421	3.92600	5.08279	5.62029	4.17632	5.71672	6.07146	5.84046	6.08481	5.55397	6.01246	5.06091	6.21160	5.03562	5.31216	5.53138	5.80632	5.74335	5.85723	6.86332	5.25588	2.42223	4.70929	6.28928	5.86765	4.97636	4.88947	5.79572	5.87946	6.21859	6.12598	5.07296	4.32048	6.36615	5.14200	5.71149	5.52857	6.48792	5.82680	5.59186	4.69265	2.60881	5.55459	4.70210	5.42861	4.49633	4.33235	6.26209	6.38232	5.31143	5.98345	5.32433	6.62979	5.25663	5.98596	6.14160	5.99254	6.11956	6.04023	5.39849	3.03562	5.95222	5.54319	6.18070	4.69377	5.01257	5.31651	4.71425	5.57773	5.72615	5.80607	6.28725	5.68650	6.52591	5.16148	5.68818	5.33664	4.86962	4.35685	4.82680	4.52356	4.79364	2.78973	3.99186	5.14853	6.64003	5.88667	5.20222	6.34447	6.22043	6.32355	6.45236	6.47346	6.00248	6.09803	4.57773	6.06910	5.73742	6.23055	4.26604	5.94650	6.65320	4.52982	4.97039	3.61941	5.47557	6.37347	5.91001	5.34784	5.80336	5.68538	3.64962	5.53450	4.90641	5.49442	5.38888	5.32301	4.53169	5.02901	3.68818	6.07296	4.38819	4.55704	4.74953	6.97499	4.91743	6.10098	5.84071	4.12516	6.03474	6.77716	5.83971	4.77030	5.40122	5.02104	6.31452	6.94040	5.66761	6.44261	6.16531	6.00113	6.56316	6.74631	5.91791	6.07039	4.87086	5.56255	4.27352	5.61324	5.47411	4.97728	5.98709	5.44162	5.07895	5.37816	4.85649	5.70377	3.72901	5.78110	4.98459	5.66192	5.55888	5.83870	5.96602	6.43929	5.40395	6.63503	7.80336	6.98413	7.21830	7.46050	7.68194	7.38172	6.85499	8.15015	7.26501	7.58376	7.74248	7.02015	7.96953	7.57818	7.55949	6.70833	7.60874	7.66427	6.51633
41759_at	8.14415	7.39523	6.21597	7.59529	7.23630	7.17862	7.29989	7.69119	6.97149	7.57387	6.76858	7.10087	7.07596	7.21412	8.40459	8.31465	7.40079	8.01179	7.31827	7.16822	7.79490	7.87816	6.89464	7.33789	6.95478	7.37838	7.38793	7.80732	7.31669	7.10129	7.86827	7.58143	7.84354	7.13924	7.69825	7.03628	7.57425	6.82311	6.80439	7.59969	8.25809	7.78398	7.28485	7.74052	7.37738	7.12670	7.78280	7.64184	7.53893	7.08576	6.38422	7.64559	7.48164	7.45228	7.62585	6.20887	7.98031	7.49466	7.58646	7.81076	7.86334	7.62976	7.64126	7.14180	7.56727	7.32125	7.02890	7.50160	8.07906	6.99107	7.91283	7.13509	6.96613	6.88228	7.28900	7.38007	7.78470	7.53590	7.05961	7.93331	7.74957	7.79080	7.49689	7.26379	7.29783	7.19673	7.59148	7.27966	7.43563	7.46842	7.69509	7.56400	6.51033	7.37226	7.96769	7.10318	7.71843	7.00450	7.82636	7.02564	8.08927	7.07478	7.63974	7.46838	7.30364	7.47086	6.89972	7.52046	8.72891	6.73295	6.93180	8.09329	7.90466	8.08693	7.33172	7.43379	7.57168	8.16027	7.75569	7.26397	7.42995	7.53947	6.98493	7.23060	7.57739	7.27212	7.22159	7.33136	7.33244	6.95012	8.05045	8.19869	7.92238	8.28207	7.75942	8.05050	7.67864	8.38094	7.91361	7.83731	7.31985	7.82311	7.72560	7.56071	7.50144	7.71094	7.38647	8.09724	7.93156	7.71651	8.09724	7.08948	8.00006	7.76381	7.60666	7.92351	7.69125	7.04188	7.48760	8.37121	8.46895	7.57833	7.40982	6.47930	7.24755	6.71328	7.15532	7.19476	7.81327	7.93127	7.59320	7.43646	6.68776	6.68271	7.38007	7.24897	6.94521	8.02796	6.86183	7.95716	7.19741	7.14578	7.48728	8.05306	9.50940	8.97275	8.44774	7.97562	8.29893	8.52325	8.15593	8.04538	8.90506	8.49354	8.24022	8.62491	8.60110	8.90524	8.67934	8.50708	8.12200	7.68321	8.38810
41764_at	8.77640	8.18621	9.24398	8.58241	10.06852	8.66253	6.74369	9.46446	9.11925	8.04783	7.67115	8.33407	10.28612	7.60400	9.20925	9.06961	6.84699	7.11359	9.00269	8.98671	8.40318	6.95896	9.04851	7.44162	9.74153	7.69223	8.25257	8.42112	6.87885	5.17513	9.44036	8.11863	5.60822	8.47062	9.52913	6.68846	9.25578	9.80871	10.27525	8.56556	9.77337	9.61561	6.84612	9.75283	8.69923	8.94358	10.11417	6.35790	9.48512	6.64472	9.26810	5.99616	9.42471	9.48736	8.70553	9.94405	9.46046	5.98322	7.59999	9.54774	8.99200	9.97419	10.11331	10.76241	9.53514	10.04549	9.60879	10.13430	6.92497	9.42857	8.36396	8.57684	8.60118	9.47656	9.00778	8.81727	8.36304	3.30012	9.02645	10.36859	8.85467	8.89654	9.78159	8.87326	10.08385	10.00937	10.77166	9.11650	10.21428	8.31777	9.77967	9.60835	8.46724	9.86916	8.38200	10.20639	8.27118	8.75716	9.53110	8.60379	10.63917	9.52724	8.10400	9.09962	6.45853	9.15930	9.31817	10.30598	7.05289	8.88130	8.01831	9.75794	8.96962	8.85314	8.91292	5.20501	9.40316	8.80277	5.40224	10.78906	5.93381	9.01795	5.88935	7.88521	8.89830	8.07676	8.57837	9.39079	9.51485	8.97765	10.13740	9.67587	10.62503	7.13145	8.72499	8.60233	10.64652	5.44228	9.65753	9.37840	9.21135	8.73934	9.35260	9.28547	9.71466	9.02578	10.43929	10.28207	8.82321	10.17328	9.54005	9.37686	8.79191	9.30323	9.75315	10.31277	9.80520	7.05202	9.96795	9.09183	4.20555	9.34412	8.53706	7.64155	8.98974	8.12500	9.23280	8.05864	8.94178	8.72257	9.78421	7.59805	9.79107	6.88813	9.83646	6.88399	6.48043	8.70708	4.21335	4.01167	8.91453	5.02503	8.78477	5.85175	4.50080	5.07724	5.71941	4.46336	5.88497	3.02680	5.65793	6.54319	5.58662	5.62969	10.21518	5.97682	5.22843	5.08958	4.35403	7.16715	5.67185	4.13586	5.21994
41768_at	9.02406	8.82620	9.34631	9.02847	9.22557	9.01711	9.53953	9.21352	9.19847	9.60008	9.66087	9.26869	9.37866	9.35289	9.55914	9.70518	9.93959	8.82579	9.10261	9.13472	9.59586	9.84370	9.27906	9.03144	9.04854	9.73395	9.35472	9.51914	9.25939	9.21308	9.48301	9.44783	9.70831	9.03628	8.95819	9.50772	9.29142	8.86959	9.59074	9.56963	8.62549	8.31406	9.51130	9.27619	9.23225	9.07860	8.90319	9.64584	8.74113	8.92861	9.51444	9.54547	9.54057	8.39493	9.25500	9.81799	10.11555	9.76167	9.66702	9.32845	10.28214	9.60562	9.85465	9.85056	9.86085	8.99773	9.09595	9.03406	9.50766	8.86248	9.14802	9.09032	8.37916	8.94886	8.72462	9.28667	9.02651	9.13294	9.12936	9.79424	9.45685	9.62104	9.51832	9.79461	10.05370	9.81170	9.41852	8.57198	8.64760	9.72520	9.31915	9.40314	7.76878	9.48882	9.46510	9.11416	9.78614	9.96089	9.61956	9.57059	8.90108	9.20850	9.05469	8.71558	8.57696	9.02521	9.18292	9.51182	8.66188	8.18383	9.41181	9.80830	9.72433	9.27889	9.83280	9.50547	9.67223	9.90591	9.26651	8.75629	9.58549	9.11087	9.34453	9.23415	9.14420	8.56931	8.53960	9.59755	9.76954	9.85286	9.96462	9.95185	9.61232	9.70589	9.24781	10.25656	9.53465	8.59335	9.42683	9.90569	9.45689	10.05961	9.82853	9.83706	9.89049	9.41616	9.41910	10.05342	9.58832	9.78831	9.69876	9.23692	9.76616	9.58680	9.37593	9.62216	9.21162	9.15325	9.50898	9.48327	9.38694	9.49693	9.58553	8.61864	9.52941	9.37069	8.68187	9.19357	9.23137	8.69132	9.21864	9.76985	8.73931	8.79996	9.21517	9.23673	9.37810	9.06480	9.02733	9.67701	9.13296	9.16596	9.36462	9.79824	10.65965	10.17793	10.43625	9.94292	10.36771	9.68321	10.08050	9.88580	10.54340	10.25476	10.89648	10.77821	10.52120	10.21134	10.63844	10.17702	10.16034	9.65512	10.44815
41776_at	7.44684	7.46622	7.04297	7.57031	7.77096	7.88996	7.49550	7.58849	7.44580	7.43371	6.93840	6.94720	7.63459	7.07617	7.66153	7.65814	7.16239	8.16543	7.53177	6.89930	7.63836	6.93314	7.48575	6.86233	7.88667	7.44617	7.01848	7.05213	7.56826	7.58323	7.34274	6.85960	7.07596	7.64400	7.73931	8.01033	7.57425	7.46899	7.58699	7.19849	8.03000	7.46491	7.49265	7.61427	7.63815	7.43559	7.53294	7.14863	7.46197	7.54836	7.06674	7.13124	7.33002	7.29811	7.62183	7.33235	7.77235	7.12236	7.57969	7.80491	7.07749	7.40487	7.63481	7.33695	6.89276	7.82047	7.56217	7.67645	7.90486	7.77505	7.57909	6.92244	7.50621	7.47606	7.78188	8.29228	7.81833	7.29205	7.57118	7.80858	7.95667	7.27123	7.24546	7.50064	7.32814	7.44568	7.73356	7.49761	7.50200	7.59761	7.13350	7.03000	7.70307	7.59320	7.60936	7.67793	6.24394	7.02148	7.49865	7.16546	8.14532	7.50502	7.31247	7.64897	7.31664	7.21912	7.07280	7.46336	8.12293	7.37947	6.66192	7.14170	7.03639	8.09194	7.27352	6.87147	6.94860	7.17542	7.31279	8.15305	7.66725	8.15836	7.73023	7.17068	7.99387	6.86003	7.28494	7.62790	7.62410	7.09751	7.62293	7.50867	7.73654	8.07082	8.27682	7.14384	7.78555	7.31678	7.32427	6.88874	6.88056	7.22670	7.57433	7.00663	7.20163	7.92006	7.42585	7.32580	6.96035	7.20926	6.96232	7.69112	7.13360	7.34952	7.15613	7.32337	8.00062	7.16832	7.88582	7.33646	7.40880	7.76726	7.42752	6.93334	7.10832	7.70791	7.49905	7.39960	7.18913	7.36947	7.32544	7.12453	7.93564	7.07746	7.44692	6.97957	7.09782	7.67207	7.47241	7.04319	7.40574	7.67730	6.80439	8.47135	8.21621	8.50140	8.26702	8.17757	8.13232	7.74012	8.32787	8.44187	8.20867	8.28619	8.36457	8.51231	8.78480	8.87477	8.05213	8.59906	7.82864	7.63220	8.29062
